X,Y,Time Stamp
X,Y,Time Stamp
,,2018-11-04 19:57:12
,,2018-11-04 19:57:12
455.0,180.5,2018-11-04 19:57:13
452.5,130.0,2018-11-04 19:57:13
453.5,157.5,2018-11-04 19:57:13
288.5,163.5,2018-11-04 19:57:13
453.0,133.0,2018-11-04 19:57:13
455.0,181.5,2018-11-04 19:57:13
455.0,177.0,2018-11-04 19:57:14
,,2018-11-04 19:57:14
,,2018-11-04 19:57:14
,,2018-11-04 19:57:14
,,2018-11-04 19:57:14
,,2018-11-04 19:57:14
,,2018-11-04 19:57:15
455.0,177.0,2018-11-04 19:57:15
453.5,186.0,2018-11-04 19:57:15
455.0,177.0,2018-11-04 19:57:15
455.0,181.5,2018-11-04 19:57:15
454.5,169.5,2018-11-04 19:57:15
455.0,180.5,2018-11-04 19:57:16
450.5,130.0,2018-11-04 19:57:16
450.0,131.0,2018-11-04 19:57:16
294.5,266.0,2018-11-04 19:57:16
453.5,173.0,2018-11-04 19:57:16
285.0,238.5,2018-11-04 19:57:16
302.0,196.0,2018-11-04 19:57:16
453.5,173.0,2018-11-04 19:57:17
452.5,130.0,2018-11-04 19:57:17
453.5,173.0,2018-11-04 19:57:17
294.5,254.0,2018-11-04 19:57:17
450.0,131.0,2018-11-04 19:57:17
450.5,130.0,2018-11-04 19:57:17
457.5,168.0,2018-11-04 19:57:18
454.5,169.5,2018-11-04 19:57:18
450.5,161.0,2018-11-04 19:57:18
453.5,174.5,2018-11-04 19:57:18
288.5,161.5,2018-11-04 19:57:18
,,2018-11-04 19:57:18
,,2018-11-04 19:57:19
,,2018-11-04 19:57:19
,,2018-11-04 19:57:19
,,2018-11-04 19:57:19
,,2018-11-04 19:57:19
,,2018-11-04 19:57:19
,,2018-11-04 19:57:20
,,2018-11-04 19:57:20
,,2018-11-04 19:57:20
,,2018-11-04 19:57:20
,,2018-11-04 19:57:20
,,2018-11-04 19:57:20
,,2018-11-04 19:57:20
,,2018-11-04 19:57:21
,,2018-11-04 19:57:21
,,2018-11-04 19:57:21
,,2018-11-04 19:57:21
,,2018-11-04 19:57:21
,,2018-11-04 19:57:21
,,2018-11-04 19:57:22
,,2018-11-04 19:57:22
,,2018-11-04 19:57:22
,,2018-11-04 19:57:22
,,2018-11-04 19:57:22
,,2018-11-04 19:57:22
,,2018-11-04 19:57:23
,,2018-11-04 19:57:23
,,2018-11-04 19:57:23
,,2018-11-04 19:57:23
,,2018-11-04 19:57:23
,,2018-11-04 19:57:23
,,2018-11-04 19:57:24
,,2018-11-04 19:57:24
,,2018-11-04 19:57:24
,,2018-11-04 19:57:24
,,2018-11-04 19:57:24
,,2018-11-04 19:57:24
,,2018-11-04 19:57:25
,,2018-11-04 19:57:25
,,2018-11-04 19:57:25
,,2018-11-04 19:57:25
,,2018-11-04 19:57:25
,,2018-11-04 19:57:25
,,2018-11-04 19:57:25
,,2018-11-04 19:57:26
,,2018-11-04 19:57:26
,,2018-11-04 19:57:26
,,2018-11-04 19:57:26
,,2018-11-04 19:57:26
,,2018-11-04 19:57:26
,,2018-11-04 19:57:27
,,2018-11-04 19:57:27
,,2018-11-04 19:57:27
,,2018-11-04 19:57:27
,,2018-11-04 19:57:27
,,2018-11-04 19:57:27
,,2018-11-04 19:57:28
,,2018-11-04 19:57:28
,,2018-11-04 19:57:28
,,2018-11-04 19:57:28
,,2018-11-04 19:57:28
,,2018-11-04 19:57:28
,,2018-11-04 19:57:28
,,2018-11-04 19:57:29
,,2018-11-04 19:57:29
,,2018-11-04 19:57:29
,,2018-11-04 19:57:29
,,2018-11-04 19:57:29
,,2018-11-04 19:57:29
,,2018-11-04 19:57:30
,,2018-11-04 19:57:30
,,2018-11-04 19:57:30
,,2018-11-04 19:57:30
,,2018-11-04 19:57:30
,,2018-11-04 19:57:30
,,2018-11-04 19:57:31
,,2018-11-04 19:57:31
,,2018-11-04 19:57:31
,,2018-11-04 19:57:31
,,2018-11-04 19:57:31
,,2018-11-04 19:57:31
,,2018-11-04 19:57:32
,,2018-11-04 19:57:32
,,2018-11-04 19:57:32
,,2018-11-04 19:57:32
,,2018-11-04 19:57:32
,,2018-11-04 19:57:32
,,2018-11-04 19:57:33
,,2018-11-04 19:57:33
,,2018-11-04 19:57:33
,,2018-11-04 19:57:33
,,2018-11-04 19:57:33
,,2018-11-04 19:57:33
,,2018-11-04 19:57:33
,,2018-11-04 19:57:34
,,2018-11-04 19:57:34
,,2018-11-04 19:57:34
,,2018-11-04 19:57:34
,,2018-11-04 19:57:34
,,2018-11-04 19:57:34
,,2018-11-04 19:57:35
,,2018-11-04 19:57:35
,,2018-11-04 19:57:35
,,2018-11-04 19:57:35
,,2018-11-04 19:57:35
,,2018-11-04 19:57:35
,,2018-11-04 19:57:36
,,2018-11-04 19:57:36
,,2018-11-04 19:57:36
,,2018-11-04 19:57:36
,,2018-11-04 19:57:36
,,2018-11-04 19:57:36
,,2018-11-04 19:57:36
,,2018-11-04 19:57:37
,,2018-11-04 19:57:37
,,2018-11-04 19:57:37
,,2018-11-04 19:57:37
,,2018-11-04 19:57:37
,,2018-11-04 19:57:37
,,2018-11-04 19:57:38
,,2018-11-04 19:57:38
,,2018-11-04 19:57:38
,,2018-11-04 19:57:38
,,2018-11-04 19:57:38
,,2018-11-04 19:57:38
,,2018-11-04 19:57:39
,,2018-11-04 19:57:39
,,2018-11-04 19:57:39
,,2018-11-04 19:57:39
,,2018-11-04 19:57:39
,,2018-11-04 19:57:39
,,2018-11-04 19:57:40
,,2018-11-04 19:57:40
,,2018-11-04 19:57:40
,,2018-11-04 19:57:40
,,2018-11-04 19:57:40
,,2018-11-04 19:57:40
,,2018-11-04 19:57:40
,,2018-11-04 19:57:41
,,2018-11-04 19:57:41
,,2018-11-04 19:57:41
,,2018-11-04 19:57:41
,,2018-11-04 19:57:41
,,2018-11-04 19:57:41
,,2018-11-04 19:57:42
,,2018-11-04 19:57:42
,,2018-11-04 19:57:42
,,2018-11-04 19:57:42
,,2018-11-04 19:57:42
,,2018-11-04 19:57:42
,,2018-11-04 19:57:43
,,2018-11-04 19:57:43
,,2018-11-04 19:57:43
,,2018-11-04 19:57:43
,,2018-11-04 19:57:43
,,2018-11-04 19:57:43
,,2018-11-04 19:57:43
,,2018-11-04 19:57:44
,,2018-11-04 19:57:44
,,2018-11-04 19:57:44
,,2018-11-04 19:57:44
,,2018-11-04 19:57:44
,,2018-11-04 19:57:44
,,2018-11-04 19:57:45
,,2018-11-04 19:57:45
,,2018-11-04 19:57:45
,,2018-11-04 19:57:45
,,2018-11-04 19:57:45
,,2018-11-04 19:57:45
,,2018-11-04 19:57:46
,,2018-11-04 19:57:46
,,2018-11-04 19:57:46
,,2018-11-04 19:57:46
,,2018-11-04 19:57:46
,,2018-11-04 19:57:46
,,2018-11-04 19:57:47
